Date,IPS10,IPS11,IPS299,IPS12,IPS13,IPS18,IPS25,IPS32,IPS34,IPS38,IPS43,IPS307,IPS306,PMP,UTL11,CES275,CES277,CES278,CES275R,CES277R,CES278 R,CES002,CES003,CES006,CES011,CES015,CES017,CES033,CES046,CES048,CES049,CES053,CES088,CES140,LHEL,LHELX,LHEM,LHNAG,LHUR,LHU680,LHU5,LHU14,LHU15,LHU26,LHU27,CES151,CES155,HSBR,HSFR,HSNE,HSMW,HSSOU,HSWST,FYFF,FYGM3,FYGM6,FYGT1,FYGT5,FYGT10,FYAAAC,FYBAAC,Sfygm6,Sfygt1,Sfygt10,sFYAAAC,sFYBAAC,FM1,MZMSL,FM2,FMFBA,FMRRA,FMRNBA,BUSLOANS,CCINRV,PI071,PI072,PI073,PI074,CPIAUCSL,CPILFESL,PCEPILFE,PWFSA,PWFCSA,PWIMSA,PWCMSA,PWCMSAR,PSCCOM,PSCCOMR,PW561,PW561R,PMCP,EXRUS,EXRSW,EXRJAN,EXRUK,EXRCAN,FSPCOM,FSPIN,FSDXP,FSPXE,FSDJ,HHSNTN,PMI,PMNO,PMDEL,PMNV,MOCMQ,MSONDQ
5\1\1974,49.8376,48.0234,47.0029,57.2532,41.2278,64.8832,28.0751,51.0699,32.1942,70.943,45.7961,54.793,76.1994,51.6,85.92,4.62,6.17,4.25,14.09610984,18.82532418,12.96720061,64326,23635,666.8,4198,18688,11539,7149,54912,15693,3819.1,8530.4,4022,14221,78,1.371,86891,83362,5.1,9.6,2457,1409,880,524,356,39.8,3.4,1138,1426,187,309,618,312,11.31,8.23,8.4,8.78,8.18,7.58,8.37,9.05,0.17,0.55,-0.65,0.79,1.47,267.6,597.6,874.6,84432,17423,14833,179.5,183917.4,32.775,55.387,38.263,26.065,48.6,48.5,32.351,51.3,52,50.6,58.3,180.2108126,221.6,684.9865537,27.5,85.00510031,92.3,91.4,2.916472,278.9634,241.37,0.9623157,89.67,101.17,4,10.99,830.25,63.9,55.7,51.6,74.5,59.3,94.73,26.848
6\1\1974,49.789,48.1131,47.1054,57.5157,41.7956,64.9254,28.0572,50.8642,32.2486,71.0021,45.8368,56.222,76.4665,50.4,85.7623,4.67,6.23,4.3,14.1301059,18.85022693,13.01059002,64363,23591,672.1,4146,18690,11558,7132,55011,15711,3828.7,8539.7,4030,14239,76,1.279,86941,83555,5.4,9.7,2497,1517,926,559,367,39.7,3.3,1086,1513,218,371,614,310,11.93,7.9,8.12,8.67,8.1,7.54,8.47,9.27,0.22,0.77,-0.36,0.93,1.73,268.5,599.2,877.8,84895,17367,14361,182.2,184598.2,33.05,56.262,38.51,26.273,49,49,32.679,51.3,51.8,51.5,55.4,169.5278313,224.4,686.679519,27.5,84.15190183,88.6,92.55,2.989626,282.9655,239.02,0.966361,89.79,101.62,4.02,10.67,831.44,61.8,54.7,51.9,73.1,55.9,93.367,26.459
7\1\1974,49.7919,47.8935,47.0088,57.3954,41.6569,64.8243,27.9729,51.1166,32.1271,70.9747,45.754,54.9681,77.3982,52,85.3833,4.7,6.24,4.33,14.11792977,18.74380463,13.00651828,64346,23462,678.5,4045,18656,11541,7115,55172,15749,3836.6,8568.8,4034,14288,74,1.23,87149,83713,5.5,9.9,2526,1602,924,537,387,39.7,3.3,1002,1316,158,330,543,285,12.92,7.55,7.94,8.8,8.38,7.81,8.72,9.48,0.39,1.25,0.26,0.91,1.67,269.3,601.5,881.4,85439,17486,14185,186.2,185641.9,33.291,57.034,38.774,26.425,49.3,49.5,32.956,52.7,53.2,53.4,59.8,181.45406,236.9,718.8372375,30.6,92.85107416,90.4,93.26,2.963929,290.9345,238.96,0.9763337,82.82,93.54,4.42,9.86,782.99,59.7,54.8,52.6,69.2,54.8,91.535,30.998
8\1\1974,49.3352,47.8262,47.0331,57.3512,41.6044,64.788,27.99,50.2291,31.5041,70.0705,45.4087,54.8761,77.6789,49.6,84.5253,4.76,6.38,4.38,14.14940103,18.96495348,13.019827,64291,23396,684.9,4059,18570,11481,7089,55223,15746,3841.9,8565,4035,14328,72,1.21,87037,83608,5.5,9.8,2609,1483,960,572,388,39.7,3.4,917,1142,160,284,443,255,12.01,8.96,9.11,9.36,8.63,8.04,9,9.77,0.15,0.4,-0.92,0.96,1.73,270.1,602.8,884.1,85974,17391,14055,188.7,186290.1,33.641,57.598,39.301,26.634,49.9,50.2,33.277,53.7,54.1,55.8,62.9,189.0194429,240.8,723.6229227,30.7,92.25591249,86.1,94.9,2.984273,302.2792,234.56,0.979883,76.03,85.51,4.9,8.7,729.3,57.6,52.9,50.2,66.3,57,90.239,28.735
9\1\1974,49.3707,47.7573,47.026,56.8926,41.511,64.1094,28.4777,50.3804,31.8389,69.882,45.4469,54.1478,75.5368,46.3,84.3893,4.81,6.47,4.42,14.15496895,19.04005179,13.00726877,64192,23274,692.8,4009,18492,11432,7060,55340,15748,3839.1,8590.1,4036,14422,69,1.05,87051,83591,5.9,9.6,2723,1680,1021,630,391,39.5,3.2,840,1150,192,281,436,241,11.34,8.06,8.53,8.87,8.37,8.04,9.24,10.18,0.47,0.81,-0.02,1.2,2.14,271,604.5,887.9,86377,17385,14102,190.3,186366.2,33.981,58.279,39.753,26.856,50.6,50.7,33.567,54.3,54.6,55.9,60.9,181.4281884,230.5,686.6863288,30.7,91.4588733,81,95.52,2.996614,299.052,231.65,0.9863489,68.12,76.54,5.45,7.69,651.27,55.5,46.2,41.2,51.8,54.8,87.461,27.26
10\1\1974,49.1889,47.6653,47.0599,56.9072,40.9801,64.488,28.4701,50.1001,31.671,68.4441,45.1069,56.1985,77.0322,44.3,83.5586,4.86,6.46,4.48,14.19931633,18.87398837,13.08908172,64143,23118,703.4,3972,18364,11357,7007,55509,15791,3844.2,8624.3,4038,14484,64,0.953,86995,83564,6,9.9,2723,1770,1072,674,398,39.6,3.1,824,1070,156,259,430,225,10.06,7.46,7.74,8.05,7.97,7.9,9.27,10.48,0.28,0.59,0.44,1.37,2.58,272.3,607.7,893.3,86513,17349,15536,191.4,186004.1,34.227,59.053,40.023,27.018,51,51.2,33.829,55.3,55.6,57.2,63.2,186.8219575,231.5,684.3241006,30.8,91.04614384,75.7,95.12,2.8962,299.3653,233.29,0.9830232,69.44,77.57,5.38,7.92,638.62,53.3,42.7,36.5,45.3,47.9,85.658,24.013
11\1\1974,47.5734,46.5341,45.9744,55.277,39.0122,63.1705,28.0121,47.9658,30.4245,66.4026,43.7602,53.5473,76.4838,40.9,80.8811,4.88,6.51,4.49,14.15272179,18.87996288,13.0216641,63727,22773,707.3,3911,18077,11173,6904,55486,15749,3846.3,8585.9,4038,14532,59,0.797,86626,83221,6.6,9.6,3052,1918,1128,698,430,39.1,2.8,783,1026,120,304,369,233,9.45,7.47,7.52,7.66,7.68,7.68,8.89,10.6,0.05,0.19,0.21,1.21,2.92,273.7,611.4,898.6,87043,17453,16201,192.4,185679.1,34.481,59.424,40.357,27.204,51.5,51.6,34.07,56.4,56.7,57.8,64.2,188.4355738,227.8,668.6234224,31.5,92.45670678,71,94.38,2.748461,300.075,232.52,0.9873618,71.74,80.17,5.13,8.07,642.1,51.2,37.9,33.1,34,47.2,82.225,22.991
12\1\1974,45.8951,45.0532,44.4551,53.5524,35.8036,62.5274,26.8212,46.0924,28.6505,63.0776,41.8019,54.4261,77.2024,33.4,77.0931,4.92,6.56,4.52,14.15949578,18.87932771,13.00831726,63098,22303,672.9,3860,17693,10901,6792,55354,15651,3834.3,8524,4036,14559,54,0.67,86144,82783,7.2,10.1,3125,2151,1326,788,538,39.1,2.6,869,975,143,269,353,210,8.53,7.15,7.11,7.31,7.31,7.43,8.89,10.63,-0.04,0.16,0.28,1.46,3.2,274.2,614.4,902.1,87535,17550,16823,193,185676.6,34.747,59.763,40.7,27.412,51.9,52,34.296,56.4,56.6,57.8,61.5,179.3212036,213.1,621.3552601,30.4,88.64007464,64.7,93.57,2.601321,300.4086,232.94,0.9882204,67.07,74.8,5.43,7.33,596.5,50.8,30.9,27.9,23.2,40.6,76.143,22.49
1\1\1975,45.2771,44.2343,43.56,52.3245,34.3339,61.5257,26.2887,45.7101,27.8003,61.6428,40.9682,52.1344,78.623,33.4,75.3959,4.95,6.59,4.54,14.15660928,18.84687983,12.98404164,62673,21974,715.3,3841,17344,10664,6680,55323,15600,3816.2,8514.8,4031,14624,51,0.553,85627,82226,8.1,10.7,3293,2646,1555,930,625,39,2.5,726,1032,143,308,382,199,7.13,6.26,6.36,6.83,7.41,7.5,8.83,10.81,0.1,0.57,1.24,1.33,3.31,273.9,616.9,906.3,87756,17273,16874,193,185788.8,34.966,59.849,40.898,27.656,52.3,52.3,34.495,56.7,56.8,58,59.6,172.7786636,205.1,594.5789245,30.4,88.12871431,54.1,92.37,2.527103,299.6704,236.23,0.9947675,72.56,80.5,5.07,7.99,659.08,50.4,30.7,32.8,19.5,36.6,75.003,22.996
2\1\1975,44.1926,43.2252,42.5813,51.6033,33.3125,61.0421,25.3331,44.5582,26.8537,59.6613,39.7795,53.9051,76.3337,41.5,73.056,4.98,6.58,4.58,14.16503115,18.71604517,13.02727764,62172,21512,718.3,3718,17004,10433,6571,55407,15561,3802.2,8525.2,4026,14747,50,0.532,85256,81895,8.1,11.7,2947,2616,1841,1124,717,38.6,2.4,729,904,191,208,346,159,6.24,5.5,5.62,5.98,7.11,7.39,8.62,10.65,0.12,0.48,1.89,1.23,3.26,275,621.3,914.1,88192,17271,17123,191.9,186286.2,35.157,60.323,41.014,27.853,52.6,52.8,34.732,56.6,56.6,57.8,57.9,166.7050559,201.9,581.3083036,31.2,89.83070367,46.8,91.27,2.472188,291.5962,239.58,1.00043,80.1,89.29,4.61,8.72,724.88,50,34.4,40,15.9,30.6,74.545,20.654
3\1\1975,43.7253,42.9015,42.473,51.7733,33.7827,61.0034,24.8777,43.9368,26.4777,58.3326,39.2651,55.913,74.6937,33.1,71.9647,5.04,6.74,4.63,14.28854932,19.10809968,13.12618717,61895,21274,720.9,3628,16853,10338,6515,55375,15525,3789,8524,4024,14754,49,0.483,85187,81829,8.6,11.8,3193,2630,2074,1305,769,38.3,2.3,709,993,114,249,400,230,5.54,5.49,5.62,6.11,7.3,7.73,8.67,10.48,0.13,0.62,2.24,0.94,2.75,276.4,627.5,925,88916,17439,17333,189.5,185932.1,35.273,60.922,41.009,27.98,52.8,53,34.915,56.6,56.4,57.4,57.1,163.5400258,198.6,568.8099671,31.4,89.93269368,42.7,90.54,2.483053,287.9272,241.8,1.00046,83.78,93.9,4.42,9.82,765.04,56.6,31.6,37,17.3,30.9,72.122,18.839
4\1\1975,43.7535,43.2097,42.9026,52.849,35.0301,61.9088,24.6331,43.649,26.0525,58.6389,39.1911,58.8122,74.3621,45.5,71.6868,5.04,6.73,4.63,14.23286549,19.0053938,13.07503318,61668,21109,716.9,3565,16759,10235,6524,55354,15474,3786.8,8488.5,4027,14795,49,0.479,85189,81874,8.8,12.9,2915,2719,2442,1478,964,38.7,2.4,866,1005,128,229,401,247,5.49,5.61,6,6.9,7.99,8.23,8.95,10.58,0.39,1.29,2.62,0.72,2.35,276.2,632.4,935.1,89116,17498,17387,189,185400.2,35.411,61.485,41.059,28.115,53,53.3,35.108,57.1,56.9,57.5,59.5,169.4770423,201.2,573.0887547,31.7,90.29281076,42.6,91.85,2.558854,292.1926,237.07,1.010989,84.72,95.27,4.34,9.36,790.91,63.2,37.5,42.6,21.7,26.9,74.847,20.904
5\1\1975,43.6679,43.272,43.0219,53.0886,35.9702,61.6718,24.3719,43.3981,25.6393,59.308,39.1988,56.4685,72.5672,50.5,71.5602,5.06,6.74,4.65,14.23307361,18.95867908,13.07980085,61796,21097,727.5,3552,16746,10194,6552,55526,15514,3788.3,8534.6,4032,14827,49,0.466,85451,81891,9,13.4,3051,2692,2643,1554,1089,38.8,2.4,914,1121,155,258,422,286,5.22,5.23,5.59,6.39,7.72,8.06,8.9,10.69,0.36,1.16,2.83,0.84,2.63,279.2,640.9,947.9,89610,17353,17288,187.7,185283.3,35.551,61.5,41.159,28.293,53.1,53.5,35.256,57.4,57.3,57.3,61.2,173.5874745,194.5,551.6791468,31.9,90.48105287,45.4,91.9,2.509347,291.4262,232.05,1.028574,90.1,101.56,4.08,10.14,836.55,69.8,41.2,47.2,22.7,31,75.388,19.144
6\1\1975,43.9798,43.5533,43.394,53.8965,36.3563,62.7161,24.1605,43.7391,25.639,61.0981,39.5561,55.4557,74.713,53.1,72.0707,5.08,6.8,4.68,14.20025717,19.00821826,13.08212668,61735,21018,727.4,3526,16690,10128,6562,55501,15541,3786.4,8579.2,4031,14784,52,0.514,85355,81987,8.8,15.3,2872,2526,2843,1538,1305,38.8,2.4,946,1087,128,272,398,289,5.55,5.34,5.61,6.29,7.51,7.86,8.77,10.62,0.27,0.95,2.52,0.91,2.76,282.4,651,963,90817,17715,17488,186.5,182452.4,35.774,61.646,41.423,28.498,53.5,53.8,35.44,57.9,57.8,57.3,61.5,173.5327314,187.2,528.2167043,34.9,98.47629797,44,92.08,2.494637,293.4531,228.03,1.02642,92.4,103.68,4.02,10.84,845.7,70.1,45.1,54.9,24.9,28.7,76.437,18.783
7\1\1975,44.4472,44.2712,44.1867,55.2619,38.2057,63.6912,24.3813,43.9164,25.655,62.575,40.1429,55.7845,76.7091,55.8,72.9972,5.11,6.82,4.71,14.16179364,18.90086744,13.05323837,61907,20981,727.5,3501,16678,10078,6600,55787,15589,3798.6,8611.2,4042,14861,53,0.529,85894,82437,8.6,15,2882,2268,2943,1542,1401,39.1,2.6,1020,1226,189,311,431,295,6.1,6.13,6.5,7.11,7.92,8.06,8.84,10.55,0.37,0.98,1.93,0.78,2.49,283.7,657.3,975.1,91373,17632,17331,185.6,183693.7,36.083,61.938,41.89,28.709,54,54,35.664,58.4,58.4,57.5,62.4,174.9663526,195.5,548.1718259,34.1,95.61462539,53,94.52,2.612876,296.3753,218.45,1.030885,92.49,103.84,4.02,10.94,856.28,70.4,47.2,58.4,28.7,24.6,79.917,20.817
8\1\1975,44.8602,44.4233,44.2522,55.5745,38.7152,63.8563,24.2081,44.6167,26.2574,63.437,40.5185,56.1824,76.3353,61.1,73.5351,5.15,6.81,4.75,14.21081678,18.79139073,13.10706402,62284,21176,731.6,3547,16824,10175,6649,55978,15641,3806.5,8652.9,4052,14870,52,0.533,86234,82805,8.4,15.6,2808,2371,2862,1390,1472,39.4,2.8,994,1260,148,346,478,288,6.14,6.44,6.94,7.7,8.33,8.4,8.95,10.59,0.5,1.26,1.96,0.55,2.19,284.1,661.2,983.1,91700,17660,17449,185.1,184044,36.24,62.216,42.128,28.8,54.2,54.2,35.779,58.9,59,58,63,176.0809413,205.6,574.6387546,34.9,97.54325163,68.8,96.55,2.678667,297.9738,211.43,1.0354,85.71,96.21,4.36,10.08,815.51,70.7,51.4,60.3,35.1,28.1,81.455,20.474
9\1\1975,45.4498,45.0037,44.9294,56.3682,39.5267,64.5957,24.5796,45.2069,26.7331,65.0476,41.2039,56.3778,79.5075,62.3,74.63,5.17,6.83,4.78,14.19549698,18.75343218,13.12465678,62408,21284,732.9,3573,16904,10204,6700,55948,15658,3826,8654.8,4062,14824,54,0.552,86279,82771,8.4,16.1,2878,2357,2906,1308,1598,39.4,2.8,1064,1264,147,307,503,307,6.24,6.42,6.92,7.75,8.37,8.43,8.95,10.61,0.5,1.33,2.01,0.52,2.18,285.7,666.2,991.5,92119,17834,17438,184.9,184938.4,36.42,62.545,42.217,29.014,54.6,54.5,35.97,59.3,59.4,58.2,64.5,179.3160967,206.3,573.5335001,34.9,97.02529886,73.6,97.25,2.70966,299.895,208.35,1.026304,84.67,94.96,4.39,10.74,818.28,70.4,54.4,60.4,43.8,34.2,81.727,19.525
10\1\1975,45.6296,45.1048,44.9802,56.4496,39.3785,64.8246,24.6047,45.4725,26.6806,66.1004,41.407,54.8473,77.4671,62.3,74.8461,5.18,6.81,4.8,14.13987007,18.58928864,13.1025823,62635,21384,737.6,3587,16984,10207,6777,56151,15692,3830.5,8684.3,4072,14900,54,0.544,86370,82973,8.4,15.4,2962,2392,2689,1241,1448,39.5,2.7,1096,1344,149,351,495,349,5.82,5.96,6.25,6.95,7.97,8.14,8.86,10.62,0.29,0.99,2.18,0.72,2.48,285.4,668.8,997.8,92448,17587,17397,184.4,185623.2,36.634,62.86,42.494,29.175,54.9,54.8,36.147,59.8,59.9,58.8,65.1,180.0979334,201.4,557.1693363,35.2,97.3801422,75.3,97.23,2.662761,302.334,205.68,1.025042,88.57,99.29,4.22,11.19,831.26,70.2,55.5,64.2,44.8,41.9,82.274,19.742
11\1\1975,45.7454,45.1433,44.9876,56.6972,39.4229,65.1938,24.5545,45.6736,26.7925,66.5104,41.5163,54.2613,78.1081,60,74.8897,5.22,6.87,4.83,14.15746793,18.63252963,13.09972607,62776,21442,737.8,3604,17025,10241,6784,56237,15720,3840.6,8697.8,4076,14903,56,0.571,86456,83125,8.3,16.6,2718,2345,2789,1144,1645,39.5,2.8,1110,1360,163,333,540,324,5.22,5.48,5.8,6.49,7.8,8.05,8.78,10.56,0.32,1.01,2.57,0.73,2.51,286.8,674.3,1006.9,93373,17849,17789,184,186789.6,36.871,63.137,42.687,29.43,55.3,55.2,36.388,60,60.1,59,64.4,176.9814224,191.7,526.8220292,35.6,97.83445092,70.8,97.01,2.653717,302.5444,204.84,1.01388,90.07,100.86,4.07,11.47,845.51,69.9,54.5,62.2,46.8,38.8,81.736,19.605
12\1\1975,46.3115,45.5835,45.4611,57.144,40.1323,65.4395,24.8826,46.3724,27.2133,67.4108,42.0615,54.347,78.9617,62.4,75.7157,5.25,6.9,4.86,14.15819422,18.60791241,13.10644265,63071,21602,743.4,3641,17140,10315,6825,56415,15758,3854.4,8741.1,4090,14946,56,0.584,86665,83406,8.2,16.5,2762,2191,2868,1282,1586,39.8,2.9,1091,1321,157,326,530,308,5.2,5.44,5.85,6.6,7.76,8,8.79,10.56,0.41,1.16,2.56,0.79,2.56,287.1,678.8,1016.2,93887,17822,17692,184.3,189506.7,37.081,63.708,42.84,29.622,55.6,55.5,36.621,60.1,60.1,59.2,64,174.7631141,189.7,518.0087928,35.8,97.75811693,64.4,97.8,2.633658,305.6702,202.21,1.013921,88.7,99.31,4.14,11.7,840.79,73.7,54.9,63.1,41.2,40.2,82.515,18.657
1\1\1976,46.9916,46.2,46.0644,57.9105,40.8168,66.2183,25.2063,47.113,27.9228,67.6695,42.6141,57.204,78.564,65.6,76.55,5.29,6.91,4.9,14.21584435,18.56927873,13.16779533,63537,21799,744.8,3688,17287,10417,6870,56707,15877,3867.1,8805.4,4096,14969,57,0.61,87400,84013,7.9,16.6,2749,2154,2713,1132,1581,40,3,1195,1367,152,322,550,343,4.87,4.87,5.14,5.81,7.46,7.74,8.6,10.41,0.27,0.94,2.87,0.86,2.67,288.4,685.5,1026.6,94281,17616,17537,183.7,191088.2,37.212,63.957,42.917,29.768,55.8,55.9,36.798,60,59.9,59.4,63,171.2049568,190.4,517.419425,35.9,97.55964998,70.2,97.5,2.602947,304.6366,202.8588,1.006447,96.86,108.45,3.8,12.68,929.34,77.4,58.8,63.8,54,45.3,84.62,19.785
2\1\1976,47.4061,46.3886,46.2055,58.0808,41.2596,66.1948,25.3019,47.776,28.654,68.7881,43.1856,54.6793,82.0412,64.8,77.4088,5.33,6.94,4.94,14.30027903,18.61987551,13.25391715,63836,21893,743.1,3687,17384,10486,6898,56924,15970,3884.8,8867.8,4105,14981,60,0.668,87672,84368,7.7,16.3,2799,1980,2519,986,1533,40.1,3.1,1190,1538,196,398,614,330,4.77,4.88,5.2,5.91,7.45,7.79,8.55,10.24,0.32,1.03,2.91,0.76,2.45,290.8,696,1040.3,95039,17806,17725,183.8,192358.9,37.272,64.133,42.821,29.906,55.9,56.2,36.951,59.9,59.6,59.6,62.1,168.0604043,193.2,522.8545912,33,89.30746123,73.2,97.26,2.569901,301.5954,202.62,0.9935222,100.64,112.96,3.67,13.21,971.7,81.2,61.5,68.7,56.1,48.2,86.337,20.563
3\1\1976,47.4443,46.3214,46.1425,57.9407,41.2035,66.0052,25.3685,47.9327,28.8265,68.8786,43.2615,54.1206,82.3532,63.3,77.3751,5.36,6.99,4.98,14.35996356,18.72689278,13.34190645,64062,21980,747.2,3685,17470,10558,6912,57069,16004,3894.4,8882.4,4115,14987,61,0.687,87985,84689,7.6,16.5,2628,1995,2441,981,1460,39.6,3.1,1164,1421,192,382,506,341,4.84,5,5.44,6.21,7.49,7.73,8.52,10.12,0.44,1.21,2.73,0.79,2.39,292.7,703.8,1050,95786,17875,17821,181.4,194024.5,37.326,64.13,42.754,30.04,56,56.5,37.069,60,59.6,59.8,61.5,165.9068224,196,528.7436942,33.1,89.29294019,74.3,98.09,2.565418,300.5169,194.28,0.9858919,101.08,113.73,3.65,13.12,988.55,80.6,58.4,61.6,56.7,46.7,88.177,20.092
4\1\1976,47.7395,46.5516,46.3292,58.0992,41.2394,66.2372,25.6885,48.2963,29.2587,69.1399,43.5702,55.1076,82.7294,64.1,77.7549,5.38,7.06,4.98,14.37964398,18.86994173,13.31052547,64308,22050,745.3,3684,17541,10612,6929,57243,16076,3909.2,8933.2,4127,14985,60,0.668,88416,84978,7.7,15.9,2938,2011,2210,801,1409,39.4,2.6,1132,1395,161,394,505,335,4.82,4.86,5.18,5.92,7.25,7.56,8.4,9.94,0.32,1.06,2.7,0.84,2.38,294.7,710.9,1060.8,96479,17719,17675,179.8,195904,37.414,64.534,42.75,30.139,56.1,56.7,37.211,60.3,60,60,63.9,171.7234151,202.3,543.6564457,33.4,89.75840477,75.9,98.71,2.52966,299.1057,184.63,0.9835937,101.93,114.67,3.66,13.13,992.54,80.1,60.6,65.2,57.3,51.4,87.488,21.626
5\1\1976,47.9563,46.8967,46.684,58.6003,41.3097,67.0022,25.9091,48.3643,29.4652,69.0893,43.8026,56.3258,83.5491,60.5,77.9945,5.43,7.14,5.04,14.44225757,18.99037183,13.40496835,64340,21988,745.8,3649,17513,10641,6872,57323,16103,3917.5,8955.9,4136,14971,62,0.715,88794,85427,7.4,15,2795,2049,2115,896,1219,39.9,3.2,1194,1459,148,399,508,404,5.29,5.2,5.62,6.4,7.59,7.9,8.58,9.86,0.42,1.2,2.7,0.68,1.96,295.9,716.7,1072.1,97251,17940,17826,180.8,196605.9,37.598,64.88,42.972,30.277,56.4,57,37.39,60.4,60,60.3,63.6,170.0989569,202.8,542.3910136,33.5,89.5961487,78,98.98,2.487253,299.0073,180.79,0.9801904,101.16,113.76,3.76,13.02,988.82,79.5,58.8,62.3,58.3,51.6,88.316,20.842
6\1\1976,47.9654,46.7874,46.5704,58.3812,41.1439,66.759,25.9895,48.5072,29.6039,68.8156,43.8196,55.5381,85.9023,60.5,77.8469,5.45,7.1,5.07,14.43211609,18.80147234,13.42584011,64413,21982,749,3632,17521,10652,6869,57394,16112,3918.9,8952,4146,14963,62,0.699,88563,85253,7.6,16.9,2787,2281,2332,979,1353,39.8,3.1,1188,1495,164,374,580,377,5.48,5.41,5.77,6.52,7.61,7.86,8.62,9.89,0.36,1.11,2.45,0.76,2.03,296.2,718.6,1077.6,97732,17946,17820,181.5,198154.3,37.763,64.993,43.143,30.444,56.7,57.2,37.546,60.5,60.1,60.8,65.2,173.6536515,207.4,552.3890694,33.8,90.02290524,80.1,99.37,2.470112,299.1862,176.4,0.9735961,101.77,114.5,3.75,12.24,985.59,81.5,58.2,60.6,58.6,52.6,88.206,20.828
7\1\1976,48.242,47.2067,46.8519,58.7499,41.3703,67.2031,26.249,48.6175,29.9074,68.8657,44.1493,55.9079,84.8383,56.7,78.2518,5.5,7.19,5.11,14.49084442,18.94348571,13.46331182,64553,21988,756.6,3627,17524,10651,6873,57558,16157,3924.7,8979,4155,14993,62,0.673,89093,85735,7.8,15.7,2965,2181,2316,1066,1250,39.9,3.2,1245,1401,143,360,551,347,5.31,5.23,5.53,6.2,7.49,7.83,8.56,9.82,0.3,0.97,2.6,0.73,1.99,297.2,723,1086.3,98234,17846,17714,181.6,199687.3,37.955,65.361,43.327,30.616,57,57.6,37.75,60.7,60.3,61.1,64.8,171.6556291,216,572.1854305,34.7,91.9205298,84.2,98.96,2.484966,294.6376,178.5,0.9722236,104.2,116.99,3.64,12.29,993.2,83.5,55.9,58,54,50.5,88.304,24.18
8\1\1976,48.5817,47.404,47.1423,58.8797,41.9608,67.0111,26.709,49.1124,30.2706,69.4979,44.4444,56.1598,84.8864,52.9,78.5913,5.55,7.23,5.16,14.54135772,18.943066,13.51953258,64697,22038,728.1,3632,17596,10736,6860,57666,16192,3926.5,9012.8,4160,15007,62,0.671,89223,85843,7.8,15.6,2893,2323,2378,1098,1280,39.7,3.1,1309,1550,156,411,574,409,5.29,5.14,5.4,6,7.31,7.77,8.45,9.64,0.26,0.86,2.63,0.68,1.87,299,729.9,1098.7,98888,18053,17953,182.4,200609.3,38.167,65.444,43.522,30.854,57.3,57.9,37.971,60.9,60.4,61.3,63.6,167.4962471,206.9,544.889521,34.7,91.38553106,73.3,98.58,2.481266,290.6132,178.28,0.9853576,103.29,115.63,3.74,12.23,981.63,85.5,54.5,57.7,55.2,52.4,88.679,21.88
9\1\1976,48.7103,47.5847,47.1213,58.868,41.639,67.2108,26.6867,49.1799,30.1691,69.6771,44.5367,56.1551,84.0914,53.2,78.5682,5.59,7.26,5.2,14.56677524,18.91856678,13.5504886,64921,22142,759.7,3634,17665,10753,6912,57750,16239,3939.2,9034.3,4184,14971,61,0.683,89173,85895,7.6,15.2,2910,2329,2296,1092,1204,39.9,3.1,1481,1720,162,470,632,456,5.25,5.08,5.3,5.84,7.13,7.59,8.38,9.4,0.22,0.76,2.51,0.79,1.81,299.6,735.5,1110.8,99446,18009,17948,183.7,202355.9,38.375,65.912,43.717,31.032,57.6,58.2,38.19,61.1,60.5,61.9,63.4,166.012045,203.1,531.8146112,34.7,90.86148206,70.6,98.17,2.47335,287.3563,172.72,0.975077,105.45,118.15,3.71,11.5,994.37,85.6,53.6,55.3,52.6,49.5,88.594,22.784
10\1\1976,48.7757,47.9222,47.5048,59.3677,42.157,67.6697,26.8864,48.9373,29.8974,69.7998,44.5727,57.8037,84.3003,56.1,78.4421,5.6,7.33,5.19,14.51604541,19.00046659,13.45326352,64877,22037,760,3645,17548,10641,6907,57868,16240,3944.9,9045.3,4199,15028,62,0.678,89274,85958,7.7,15.2,2945,2285,2292,1061,1231,39.7,3.2,1425,1629,162,417,574,476,5.02,4.92,5.06,5.5,6.75,7.41,8.32,9.29,0.14,0.58,2.49,0.91,1.88,302,744.2,1125,100066,18077,17983,184.4,204119.9,38.578,66.533,43.904,31.184,57.9,58.5,38.383,61.4,60.9,62,63,164.135164,196.5,511.9453925,36.1,94.05205429,67.1,98.49,2.446423,291.1717,163.77,0.9727153,101.89,114.03,3.85,11.15,951.95,85.8,53.5,57,49,50,87.257,23.786
11\1\1976,49.5049,48.7142,48.4806,60.4443,43.5348,68.4823,27.7496,49.5837,30.3443,70.0183,45.1444,62.1255,85.7845,54.4,79.2522,5.65,7.35,5.25,14.5802689,18.96725246,13.54803747,65164,22207,761.8,3678,17682,10775,6907,58030,16263,3950.5,9055.6,4213,15073,64,0.671,89634,86371,7.8,15.3,2826,2449,2354,1076,1278,39.8,3.1,1531,1641,199,368,591,483,4.95,4.75,4.88,5.29,6.52,7.29,8.25,9.23,0.13,0.54,2.54,0.96,1.94,303.6,753.1,1138.2,100892,18340,18268,185.5,206099.4,38.751,66.623,44.076,31.368,58.1,58.7,38.559,61.9,61.4,62.4,63.4,164.4233512,197.2,511.4240515,36.1,93.62275993,69.7,99.11,2.441525,295.1681,163.81,0.9855907,101.19,112.96,4.04,11.02,944.57,85.9,51.7,55.7,47.2,42.4,90.706,21.301
