Date,IPS10,IPS11,IPS299,IPS12,IPS13,IPS18,IPS25,IPS32,IPS34,IPS38,IPS43,IPS307,IPS306,PMP,UTL11,CES275,CES277,CES278,CES275R,CES277R,CES278 R,CES002,CES003,CES006,CES011,CES015,CES017,CES033,CES046,CES048,CES049,CES053,CES088,CES140,LHEL,LHELX,LHEM,LHNAG,LHUR,LHU680,LHU5,LHU14,LHU15,LHU26,LHU27,CES151,CES155,HSBR,HSFR,HSNE,HSMW,HSSOU,HSWST,FYFF,FYGM3,FYGM6,FYGT1,FYGT5,FYGT10,FYAAAC,FYBAAC,Sfygm6,Sfygt1,Sfygt10,sFYAAAC,sFYBAAC,FM1,MZMSL,FM2,FMFBA,FMRRA,FMRNBA,BUSLOANS,CCINRV,PI071,PI072,PI073,PI074,CPIAUCSL,CPILFESL,PCEPILFE,PWFSA,PWFCSA,PWIMSA,PWCMSA,PWCMSAR,PSCCOM,PSCCOMR,PW561,PW561R,PMCP,EXRUS,EXRSW,EXRJAN,EXRUK,EXRCAN,FSPCOM,FSPIN,FSDXP,FSPXE,FSDJ,HHSNTN,PMI,PMNO,PMDEL,PMNV,MOCMQ,MSONDQ
8\1\1985,60.2304,63.3761,63.5982,67.1649,48.2065,76.2407,46.2445,56.2888,36.7819,80.043,56.9929,65.759,80.8474,50.6,78.0113,10.04,11.76,9.43,14.94781664,17.50859797,14.03963256,81200,23546,882.9,4823,17756,10987,6769,74273,20458,4925.2,11804.8,5845,16619,92,0.805,107095,103974,7.1,15.3,3439,2515,2258,1036,1222,40.2,3.3,1808,1743,229,252,758,504,7.9,7.14,7.32,8.05,9.81,10.33,11.05,12.5,0.18,0.91,3.19,0.72,2.17,596.2,1630.2,2447.5,198011,29652,28580,496.8,457305.6,67.167,96.59,71.595,59.661,107.9,109.8,66.099,104.5,103.6,102.3,92.9,140.5467556,235.0318,355.5754247,83.7,126.6282395,44,123.99,2.2962,237.46,138.4,1.3575,188.3064,209.3959,4.23,11.47,1326.18,86.3,47.7,51.8,46.6,43,102.666,26.71
9\1\1985,60.4969,63.6116,63.8027,67.6035,48.1576,76.9451,46.0855,56.5827,36.6588,81.0869,57.0597,68.8259,76.7954,52.8,77.9302,10.06,11.8,9.44,14.94954899,17.53525627,14.02820501,81385,23528,874.4,4852,17718,10952,6766,74495,20495,4929.1,11818.4,5874,16638,93,0.827,107657,104593,7.1,15.3,3494,2570,2242,1009,1233,40.2,3.3,1916,1676,244,234,720,478,7.92,7.1,7.27,8.07,9.81,10.37,11.07,12.48,0.17,0.97,3.27,0.7,2.11,603.3,1643.1,2459.9,199303,30030,28741,499.7,463812.2,67.293,96.554,71.71,59.82,108.1,110,66.241,103.8,102.9,102.2,91.8,138.5848644,230.16,347.4585227,83.9,126.6587159,44.3,125.29,2.3749,236.53,136.42,1.3703,184.0605,205.1525,4.32,11.51,1317.95,84.2,49.9,54.6,49.5,45.5,102.751,28.353
10\1\1985,60.2743,63.5093,63.7851,67.4869,47.9237,76.8979,46.068,56.2422,36.564,80.1506,56.9195,68.1401,80.9105,54.9,77.5816,10.07,11.77,9.46,14.93024152,17.4507391,14.02582769,81556,23529,868.7,4868,17708,10948,6760,74681,20524,4936.6,11832.5,5902,16654,92,0.804,107847,104796,7.1,15.3,3424,2545,2295,1096,1199,40.2,3.3,1743,1834,316,254,803,461,7.99,7.16,7.33,8.01,9.69,10.24,11.02,12.36,0.17,0.85,3.08,0.78,2.12,607.8,1655.3,2471.6,200741,30490,29303,499.7,468071.4,67.447,96.783,71.906,59.938,108.5,110.5,66.399,104.9,103.9,102.3,94.1,141.7190018,229.6087,345.8014428,84.3,126.9597434,46.4,118.8,2.1692,214.68,142.15,1.3667,186.1804,207.65,4.28,11.81,1351.58,80.8,50.9,53.4,50,45.9,102.912,27.801
11\1\1985,60.4846,63.8274,64.1685,67.7931,49.0428,76.7342,46.4938,56.3408,36.8782,80.5809,57.2913,67.4249,79.4628,56.5,77.9452,10.09,11.75,9.49,14.91235849,17.36572966,14.02559782,81745,23520,860.7,4879,17697,10938,6759,74899,20556,4940.4,11860.8,5935,16674,93,0.839,108007,104945,7,15.7,3463,2456,2207,910,1297,40.2,3.3,1692,1698,239,215,792,452,8.05,7.24,7.3,7.88,9.28,9.78,10.55,11.99,0.06,0.64,2.54,0.77,2.21,612.2,1664.5,2481.3,202120,30916,29175,503.6,471931.3,67.662,96.835,72.192,60.14,109,111.1,66.583,105.5,104.6,102.5,95.7,143.7303816,233.01,349.9541925,84.7,127.2096481,45.7,116.67,2.1306,204.07,143.96,1.3765,197.4455,219.442,4.06,12.71,1432.88,84.5,52,57.2,48.5,45.2,102.811,24.744
12\1\1985,61.1166,64.3268,64.6217,68.5926,49.1842,77.8868,46.4569,57.1001,36.9438,81.0895,57.5385,71.3379,80.2194,55.3,78.152,10.16,11.85,9.55,14.96185904,17.45059347,14.06355845,81893,23518,855.1,4887,17693,10928,6765,75069,20586,4940.7,11887.2,5959,16694,90,0.82,108216,105075,7,15.1,3393,2544,2208,1003,1205,40.3,3.6,1794,1942,284,275,895,488,8.27,7.1,7.14,7.67,8.73,9.26,10.16,11.58,0.04,0.57,2.16,0.9,2.32,619.8,1675.3,2495.7,203562,31569,30250,506.5,475245.4,67.906,96.764,72.505,60.394,109.5,111.4,66.785,106,105.3,102.9,95.5,142.9961818,234.2619,350.7702328,85.1,127.4238227,48.7,115.77,2.1042,202.79,144.47,1.3954,207.2576,230.2924,3.88,13.47,1517.01,88.1,50.7,54.8,49.3,45.2,102.741,29.135
1\1\1986,61.4249,64.8385,65.0952,69.3348,50.4999,78.2847,46.5296,57.1968,37.4026,81.9362,58.1991,70.1357,80.2258,52.9,78.9315,10.13,11.77,9.53,14.85402584,17.2588237,13.97422174,81995,23530,851.7,4908,17686,10921,6765,75180,20598,4935.2,11895.4,5977,16715,91,0.865,108887,105600,6.7,14.8,3333,2414,2089,1002,1087,40.4,3.4,1847,1972,322,286,898,466,8.14,7.07,7.16,7.73,8.68,9.19,10.05,11.44,0.09,0.66,2.12,0.86,2.25,621.5,1683.3,2505.7,204223,31563,30793,509.8,478614.7,68.197,96.867,72.675,60.778,109.9,111.9,67.125,105.5,104.6,102.4,94.2,140.3351955,232.9136,346.984879,84.3,125.5865922,48.4,114.58,2.066,199.89,142.44,1.407,208.1941,230.3727,3.9,14.09,1534.86,85.3,51.2,56.7,50.1,44.9,105.395,26.229
2\1\1986,60.9483,64.1527,64.3553,68.6827,50.1031,77.5038,45.9504,56.9414,37.2986,81.8057,57.8118,67.9028,77.9059,53.6,78.299,10.14,11.8,9.56,14.86759919,17.30154541,14.01718425,82058,23485,834.4,4904,17663,10899,6764,75332,20593,4933.3,11896.1,6010,16759,91,0.803,108480,105397,7.2,15.2,3516,2569,2308,1125,1183,40,3.3,1767,1848,338,280,747,483,7.86,7.06,7.11,7.61,8.34,8.7,9.67,11.11,0.05,0.55,1.64,0.97,2.41,625.2,1693.3,2516.1,205315,31658,30775,511.8,481880.7,68.202,96.7,72.181,61.079,109.7,112.2,67.299,104.1,102.8,101.2,90.5,134.4745093,227.6842,338.3173598,66.7,99.1099422,49.7,110.39,1.9547,184.85,142.97,1.4043,219.3653,241.9074,3.72,14.27,1652.73,87.8,51,57.1,49.8,44.7,104.251,27.306
3\1\1986,60.5737,63.9967,64.196,68.465,50.1299,77.1525,46.0137,56.3452,37.1077,81.5672,57.6638,68.1051,76.1156,56,78,10.15,11.73,9.58,14.90914966,17.22998281,14.07188707,82155,23428,807.9,4914,17624,10867,6757,75482,20640,4923.5,11960,6036,16755,91,0.796,108837,105637,7.2,14.6,3540,2586,2261,1088,1173,40,3.4,1780,1876,285,316,782,493,7.48,6.56,6.57,7.03,7.46,7.78,9,10.5,0.01,0.47,1.22,1.22,2.72,633.5,1713.6,2536.2,206922,32090,31330,515.7,483198.6,68.079,96.824,71.181,61.395,109.1,112.5,67.535,102.8,101,99.9,88.2,130.5989487,217.425,321.9441771,48.2,71.37040053,49,108.07,1.915,178.69,146.74,1.4009,232.327,256.0363,3.5,15.36,1757.35,86.9,51,54.5,50.5,43.7,101.55,26.158
4\1\1986,60.6129,64.1734,64.2473,68.867,49.9549,77.8708,45.7161,56.2412,37.2109,81.6779,57.8897,67.5904,77.6144,52.5,78.213,10.16,11.81,9.56,14.9449127,17.37199006,14.06233911,82333,23427,779.2,4950,17616,10863,6753,75671,20682,4934.5,11991,6066,16765,91,0.798,108952,105799,7.1,14.7,3598,2666,2162,988,1174,40,3.3,1858,1933,310,349,761,513,6.99,6.06,6.08,6.44,7.05,7.3,8.79,10.19,0.02,0.38,1.24,1.49,2.89,640.9,1742.5,2561,208125,32517,31625,517.1,487617.4,67.983,96.924,70.529,61.573,108.7,112.9,67.704,102.3,100.3,98.9,85.6,126.4327071,213.8136,315.8064516,41,60.55772185,42.8,107.43,1.9016,175.09,149.85,1.3879,237.9677,263.8895,3.43,15.93,1807.05,88.5,49.7,54.4,50.7,42.5,104.559,24.858
5\1\1986,60.716,64.3827,64.3649,69.2295,50.0984,78.3477,45.6138,56.2322,37.031,82.0938,57.9879,68.2392,80.5767,55.1,78.2535,10.19,11.86,9.59,14.95099478,17.40125594,14.07066142,82433,23349,750.2,4924,17593,10840,6753,75874,20742,4939.6,12035.8,6091,16790,90,0.782,109089,105939,7.2,14.7,3586,2670,2232,1064,1168,40.1,3.4,1797,1854,274,252,799,529,6.85,6.15,6.19,6.65,7.52,7.71,9.09,10.29,0.04,0.5,1.56,1.38,2.58,652,1775.6,2588.5,210154,33265,32389,516.4,492220.8,68.156,97.259,70.715,61.711,109,113.1,67.868,102.8,101,98.7,86.5,127.4532917,215.5619,317.6193493,40,58.93793835,49.5,105.09,1.8538,167.03,152.11,1.3757,238.459,266.3795,3.42,16.33,1801.8,87.5,53.4,61.1,50.2,46.9,102.473,24.986
6\1\1986,60.532,64.2978,64.1754,69.3313,50.7076,78.1597,45.1077,55.9459,36.7142,82.5971,57.7911,69.586,78.1522,53.5,77.8932,10.18,11.89,9.58,14.86977987,17.36755233,13.99336849,82351,23263,733.2,4917,17530,10778,6752,75867,20729,4908.7,12051.8,6118,16779,92,0.793,109576,106383,7.2,15.2,3489,2705,2320,1040,1280,40.1,3.3,1790,1847,286,294,768,499,6.92,6.21,6.27,6.73,7.64,7.8,9.13,10.34,0.06,0.52,1.59,1.33,2.54,660.6,1801.3,2608.6,211795,33947,33144,520.1,495646.4,68.461,97.652,70.971,62.026,109.4,113.4,68.128,103.1,101.2,98.6,86.2,126.5265383,216.8667,318.3224225,41,60.18083607,51.3,105.92,1.8406,167.54,150.85,1.3899,245.2957,274.5533,3.36,16.75,1867.7,90.3,50.5,55.3,49.9,44.4,104.66,25.236
7\1\1986,60.891,64.6265,64.5841,69.7917,51.3162,78.5246,45.412,56.3333,37.1041,82.3919,58.0977,71.713,77.6668,49.3,78.2055,10.2,11.89,9.6,14.88160371,17.34728119,14.00621526,82669,23235,726.6,4930,17497,10755,6742,76213,20836,4948,12103.2,6149,16779,91,0.802,109810,106669,7,15.2,3446,2548,2269,1056,1213,40,3.4,1780,1782,272,325,712,473,6.56,5.83,5.86,6.27,7.06,7.3,8.88,10.16,0.03,0.44,1.47,1.58,2.86,670.3,1827.2,2630.5,213406,34657,33916,520.2,499489.9,68.541,97.886,70.942,62.14,109.5,113.8,68.33,102.3,100.2,98,86.4,126.4451924,220.6,322.8450168,37.2,54.44168008,49.3,103.12,1.7445,158.61,150.71,1.3808,240.18,266.17,3.41,16.48,1809.92,88.5,48,51.2,49.9,43.9,103.225,24.751
8\1\1986,60.7991,64.6773,64.5813,69.713,51.4986,78.2997,45.5263,56.0906,37.0696,83.3213,58.2614,70.5431,80.0358,56,78.3151,10.22,11.94,9.61,14.88233924,17.38699907,13.99405871,82761,23225,707.6,4943,17489,10755,6734,76336,20881,4939.2,12150.4,6173,16800,92,0.82,110015,106933,6.9,15.5,3439,2398,2276,1084,1192,40.2,3.4,1726,1807,330,311,708,458,6.17,5.53,5.55,5.93,6.8,7.17,8.72,10.18,0.02,0.4,1.64,1.55,3.01,678.7,1854.5,2650.4,215273,35191,34319,521.5,502045.8,68.672,98.082,71.002,62.298,109.6,114.2,68.531,102.7,100.7,98,86.7,126.5120894,209.7762,306.1040989,36,52.53097139,51.5,101.48,1.6616,154.18,148.61,1.3885,245.001,270.2248,3.36,16.99,1843.45,85.9,52.6,58.4,50.8,45.9,104.354,24.454
9\1\1986,60.9226,64.7351,64.6134,69.7935,51.9843,78.1486,45.4894,56.2826,37.4158,82.9223,58.3975,70.0136,78.6997,56.5,78.3758,10.21,11.96,9.6,14.81320276,17.35219441,13.92818281,82997,23216,692.5,4939,17498,10741,6757,76691,20929,4938.5,12193.7,6197,16910,93,0.821,110085,106914,7,15.4,3405,2642,2318,1081,1237,40.2,3.4,1686,1687,295,269,698,425,5.89,5.21,5.35,5.77,6.92,7.45,8.89,10.2,0.14,0.56,2.24,1.44,2.75,687.4,1883.5,2671.9,216768,35621,34613,523,508775.8,68.925,98.236,71.224,62.585,110,114.6,68.791,102.9,100.9,98.5,86.6,125.888561,213.219,309.9518832,42.5,61.78133767,57.1,101.31,1.6537,154.73,146.98,1.3872,238.269,263.621,3.43,16.44,1813.47,81.3,52.4,57.3,49.6,48.2,106.421,25.503
10\1\1986,61.1854,64.925,64.7611,70.1043,52.0193,78.6072,45.3122,56.6201,37.4802,83.996,58.6094,70.2019,77.67,54.2,78.5248,10.25,12.04,9.62,14.84302595,17.43512512,13.93072289,83125,23208,690.3,4954,17477,10713,6764,76886,20947,4937.6,12207.7,6215,16969,93,0.809,110273,107145,7,15.2,3416,2599,2188,974,1214,40,3.4,1675,1681,281,263,683,454,5.85,5.18,5.26,5.72,6.83,7.43,8.86,10.24,0.08,0.54,2.25,1.43,2.81,694.9,1910.8,2691.9,218640,36262,35420,523.7,514880.8,69.056,98.34,71.132,62.842,110.2,115,69.044,103.5,101.5,98.3,87.4,126.5859452,222.5565,322.340102,42.1,60.97560976,56.9,101.1,1.6433,156.47,142.64,1.3885,237.3561,263.0878,3.49,16.12,1817.04,87.1,51.2,54.5,51.3,48.2,105.43,26.279
11\1\1986,61.4747,65.2252,65.1388,70.5959,52.6856,78.9873,45.4314,56.8944,37.6883,84.1999,58.8955,70.0279,79.0274,54.7,78.7593,10.28,12.13,9.64,14.85313028,17.52611579,13.92842178,83275,23204,685.4,4960,17472,10705,6767,77076,20974,4939.9,12223,6236,17005,97,0.863,110475,107255,6.9,15,3343,2630,2202,1037,1165,40,3.4,1644,1623,271,271,610,471,6.04,5.35,5.41,5.8,6.76,7.25,8.68,10.07,0.06,0.45,1.9,1.43,2.82,705.4,1930.1,2705.5,220703,37270,36519,528.4,513804.2,69.211,98.594,71.234,63.008,110.4,115.3,69.222,103.4,101.4,98.3,87.6,126.5493629,227.2316,328.2650025,41.9,60.52988934,57.1,102.55,1.6858,162.85,142.38,1.3863,245.0926,272.7895,3.4,16.63,1883.65,81.6,51.2,57,52,42.2,104.026,25.57
12\1\1986,62.0194,65.8509,65.7181,71.2419,53.66,79.4311,45.895,57.3468,37.9847,85.1731,59.4127,71.255,79.2813,53,79.2897,10.3,12.15,9.66,14.85391249,17.52184823,13.93095094,83463,23237,679.8,4993,17478,10701,6777,77247,20994,4944,12234.7,6264,17021,92,0.856,110728,107580,6.6,15,3297,2397,2161,1011,1150,40.1,3.5,1903,1833,312,365,615,541,6.91,5.53,5.55,5.87,6.67,7.11,8.49,9.97,0.02,0.34,1.58,1.38,2.86,724.7,1960.2,2732.4,223418,38840,38014,544,513682.1,69.342,98.853,71.494,63.046,110.8,115.6,69.349,103.6,101.5,98.5,86.9,125.3082236,227.9318,328.6735209,42,60.56323811,57,101.67,1.6647,162.05,143.93,1.3801,248.6055,276.6873,3.38,16.77,1924.07,78.3,50.5,55.4,52.8,38.4,107.955,26.956
1\1\1987,61.819,65.5618,65.3806,70.525,53.3937,78.4764,46.0008,57.2428,37.8987,84.6947,59.2508,68.356,79.943,60.7,78.9027,10.29,12.03,9.67,14.75268817,17.24731183,13.86379928,83610,23232,675.9,5007,17465,10688,6777,77423,20999,4954.5,12222.7,6282,17045,91,0.855,110953,107810,6.6,14.9,3390,2399,2168,1028,1140,40.4,3.5,1690,1774,302,423,609,440,6.43,5.43,5.44,5.78,6.64,7.08,8.36,9.72,0.01,0.35,1.65,1.28,2.64,730.2,1977.3,2748.1,225344,39244,38664,556.8,512159.6,69.75,99.264,72.259,63.26,111.4,115.9,69.618,104.1,102.1,99,89.3,128.2714241,229.9905,330.3606826,50.4,72.39507024,61.1,97.32,1.5616,154.83,150.54,1.3605,264.5114,296.0957,3.17,17.89,2065.13,80.9,54.9,59.8,51.5,46.3,104.844,25.939
2\1\1987,62.6076,66.4304,66.2962,71.3831,54.1604,79.3639,47.1054,57.9375,38.7066,85.5551,60.1028,69.9526,79.6907,57.3,79.8536,10.29,11.99,9.69,14.69622097,17.12416807,13.83929847,83851,23296,674.6,5038,17499,10714,6785,77591,21044,4965.8,12248.1,6303,17036,95,0.895,111257,108049,6.6,14.7,3323,2415,2117,1004,1113,40.7,3.7,1689,1784,262,360,661,501,6.1,5.59,5.59,5.96,6.79,7.25,8.38,9.65,0,0.37,1.66,1.13,2.4,730.7,1985.8,2751.7,226565,39006,38450,556.4,510108.3,70.018,99.383,72.838,63.381,111.8,116.2,69.791,104.4,102.5,99.8,90.2,129.2430256,226.1632,324.0578298,52.4,75.08131421,62.5,95.98,1.5403,153.41,152.8,1.334,280.9342,318.1774,3.02,18.94,2202.34,81.6,52.6,55.4,51.2,46.7,110.251,25.546
3\1\1987,62.7181,66.5168,66.3433,71.5992,53.9101,79.8411,46.891,58.0722,38.8456,85.4352,60.1598,70.6882,81.1453,57.6,79.7379,10.33,12.12,9.71,14.71866406,17.26913925,13.83525925,84072,23307,675.8,5039,17507,10713,6794,77829,21111,4970.2,12304.9,6327,17064,99,0.934,111408,108194,6.6,14.9,3386,2393,2070,949,1121,40.4,3.7,1704,1726,292,333,628,473,6.13,5.59,5.6,6.03,6.79,7.25,8.36,9.61,0.01,0.44,1.66,1.11,2.36,733.8,1995.2,2757.7,227091,38827,38300,556.8,508095.9,70.183,99.639,73.03,63.517,112.2,116.6,69.971,104.5,102.6,99.9,90.5,129.3392977,226.8045,324.1407154,52.3,74.7452516,62.7,95.09,1.5391,151.43,159.23,1.3194,292.4714,334.65,2.9,19.71,2292.61,83.3,55,61.6,51.9,46.5,110.393,24.76
4\1\1987,63.0771,66.7433,66.4366,71.5296,53.5231,79.9542,47.2411,58.5706,39.0699,86.5153,60.4641,71.4827,82.3201,59.3,79.9453,10.33,12.1,9.71,14.67767374,17.19262848,13.79672914,84365,23342,678.6,5053,17525,10715,6810,78132,21192,4981.9,12353.5,6358,17109,97,0.953,111794,108548,6.3,14.8,3162,2236,2091,1012,1079,40.2,3.3,1601,1614,258,290,662,404,6.37,5.64,5.9,6.5,7.57,8.02,8.85,10.04,0.26,0.86,2.38,0.83,2.02,743.9,2011.3,2771.9,228959,39533,38540,557.3,510909.6,70.379,99.987,73.227,63.686,112.7,117.3,70.2,105.1,103.3,100.3,92.5,131.7663818,232.8733,331.7283476,53.2,75.78347578,65.6,93.09,1.4968,143,162.99,1.3183,289.3224,335.429,2.99,19.97,2302.64,84.7,55.5,59.8,52.8,45.9,109.142,26.22
5\1\1987,63.5106,67.3037,66.9363,72.0673,53.8599,80.5919,47.7354,58.8624,39.3373,87.1133,60.9255,71.8359,82.5952,60.6,80.3576,10.36,12.14,9.73,14.68420456,17.20716635,13.79124617,84589,23390,681.6,5080,17542,10724,6818,78311,21219,4985.4,12372.9,6376,17112,99,0.969,112434,109089,6.3,14.9,3315,2100,2104,992,1112,40.5,3.7,1500,1628,302,306,629,391,6.85,5.66,6.05,7,8.26,8.61,9.33,10.51,0.39,1.34,2.95,0.72,1.9,745.9,2015.7,2777.3,230519,39812,38776,558.7,511163.5,70.552,100.14,73.385,63.869,113,117.7,70.394,105.2,103.4,100.8,93.8,133.2499929,247.75,351.9476092,54.7,77.70548626,67.6,92.52,1.4705,140.48,166.66,1.3411,289.1155,336.1045,3.02,19.06,2291.11,80.6,57.2,63.4,54,47.5,108.947,28.262
6\1\1987,63.8346,67.5767,67.2021,72.1726,53.335,81.0526,48.2777,59.2382,39.5149,87.4817,61.1655,72.8411,83.31,60.1,80.4788,10.37,12.19,9.74,14.64151583,17.21119363,13.75201197,84748,23390,682.1,5086,17537,10721,6816,78482,21275,4990.7,12410.3,6388,17124,100,1.002,112246,109030,6.2,14.9,3167,2173,2087,1012,1075,40.3,3.6,1522,1594,259,293,602,440,6.73,5.67,5.99,6.8,8.02,8.4,9.32,10.52,0.32,1.13,2.73,0.92,2.12,743.2,2012.3,2778.8,231310,39462,38685,561.6,513063.7,70.826,100.443,73.72,64.103,113.5,117.9,70.588,105.5,103.8,101.4,94.5,133.8754463,250.2818,354.5670652,56.4,79.90026633,72.6,93.88,1.5085,144.55,162.88,1.3387,301.3841,349.5759,2.92,19.87,2384.02,80.8,57.4,61.2,56.8,52.4,110.351,28.215
7\1\1987,64.2335,67.9257,67.5441,72.5994,53.1809,81.7979,48.4373,59.6875,39.8062,88.8608,61.593,73.2885,84.2093,62.5,80.8545,10.36,12.13,9.74,14.58661861,17.07873395,13.71367425,85058,23455,684.2,5092,17593,10725,6868,78763,21329,4999.4,12448.7,6408,17160,100,1.02,112634,109399,6.1,14.2,3217,2146,1921,938,983,40.4,3.7,1516,1575,267,244,636,428,6.58,5.69,5.76,6.68,8.01,8.45,9.42,10.61,0.07,0.99,2.76,0.97,2.16,743.1,2009.9,2783.3,231976,39080,38408,562.8,515262.4,71.024,100.717,73.874,64.311,113.8,118.3,70.81,105.7,104,101.9,95.6,135.0091795,253.5364,358.0516876,59.8,84.45134868,74.3,95.15,1.5365,150.29,160.9,1.3262,310.0873,362.3568,2.83,20.47,2481.72,83.3,57.5,64,58.9,44.7,111.299,29.735
8\1\1987,64.6925,68.4344,68.1204,73.0774,53.6854,82.248,48.986,60.0884,40.1683,88.6619,61.8908,75.9936,83.3255,64.2,81.0726,10.41,12.17,9.8,14.59557226,17.06321944,13.74030818,85216,23506,688.5,5102,17630,10781,6849,78882,21365,5012.8,12458.7,6419,17172,104,1.062,113057,109945,6,14.4,3191,2155,1878,833,1045,40.3,3.7,1511,1605,264,290,632,419,6.73,6.04,6.15,7.03,8.32,8.76,9.67,10.8,0.11,0.99,2.72,0.91,2.04,744.9,2011.4,2792.3,233520,39208,38561,563.5,518353.9,71.323,100.92,74.195,64.613,114.3,118.7,71.086,105.9,104.2,102.4,96.5,135.7510621,252.8157,355.6476662,61.1,85.95222688,77.4,95.04,1.5364,147.33,159.96,1.3256,329.3581,384.9414,2.69,22.33,2655.01,85.8,59.3,62.7,60.3,49.3,108.91,26.708
9\1\1987,64.8683,68.5606,68.2248,72.7225,54.2198,81.3992,49.7233,60.3164,40.3694,89.0134,62.253,70.9272,84.7271,65.5,81.3886,10.44,12.16,9.85,14.58691369,16.9901217,13.76255746,85482,23566,693.6,5096,17691,10815,6876,79051,21430,5024.2,12489.4,6427,17135,103,1.075,112909,109720,5.9,14.2,3224,2031,1866,877,989,40.1,3.6,1514,1695,263,310,706,416,7.22,6.4,6.64,7.67,8.94,9.42,10.18,11.31,0.24,1.27,3.02,0.76,1.89,747.5,2013.4,2803.6,234709,39118,38178,569.6,519750.3,71.571,101.18,74.364,64.9,114.7,119.2,71.379,106.2,104.5,102.6,96,134.4933384,255.7238,358.2619538,57.8,80.97619748,77.3,92.96,1.5029,143.29,164.46,1.3154,318.661,372.4862,2.78,22.1,2570.8,84.2,60.1,62.1,61.5,49.2,110.96,26.754
10\1\1987,65.8137,69.5915,69.3709,74.0241,55.991,82.4052,50.7965,61.1609,41.4724,89.2757,63.226,72.9957,85.2087,63.2,82.5167,10.45,12.19,9.84,14.56100993,16.98552259,13.71103711,85840,23655,699.8,5142,17729,10843,6886,79454,21519,5038.4,12555.8,6442,17269,104,1.067,113282,110063,6,14,3241,2162,1794,838,956,40.5,3.8,1447,1515,264,248,612,391,7.29,6.13,6.69,7.59,9.08,9.52,10.52,11.62,0.56,1.46,3.39,1,2.1,756.2,2018.1,2819.2,237111,39826,38883,571.9,523110.1,71.767,101.339,74.521,65.123,115,119.8,71.655,106,104.4,103.1,95.8,133.6961831,255.9273,357.1660038,56.9,79.40827577,78.1,92.63,1.494,143.32,166.2,1.3097,280.1641,323.1259,3.25,19.34,2224.59,80.4,60.7,65.3,62.2,50.7,111.362,28.089
11\1\1987,66.1572,69.7724,69.6203,74.0889,55.924,82.5412,51.2997,61.6777,41.8459,90.1492,63.6051,71.4477,86.1666,61.9,82.8845,10.5,12.3,9.87,14.59996107,17.10281154,13.7239634,86041,23711,697,5152,17775,10867,6908,79629,21560,5049.1,12579.6,6441,17299,106,1.117,113505,110360,5.8,14,3172,2083,1797,871,926,40.4,3.8,1457,1656,263,333,639,421,6.69,5.69,6.19,6.96,8.35,8.86,10.01,11.23,0.5,1.27,3.17,1.15,2.37,753.2,2008.6,2824,238801,39334,38709,572.3,526691.1,71.918,101.401,74.653,65.296,115.4,120.1,71.816,106,104.3,103.5,95.1,132.4217445,253.5,352.9854072,56.6,78.81252089,79.2,88.88,1.3825,135.4,177.54,1.3167,245.0085,280.1075,3.66,15.81,1931.86,72.7,58.8,59.3,64.9,51.2,111.417,28.354
12\1\1987,66.4616,70.0661,69.9259,74.203,55.4973,82.953,51.7943,61.9912,42.2258,90.8332,63.9686,71.408,86.9096,65.1,83.2482,10.5,12.2,9.89,14.57361759,16.93315567,13.7269598,86287,23772,696.1,5180,17809,10895,6914,79862,21592,5064.4,12589.7,6451,17347,101,1.08,113793,110580,5.7,14.2,3178,1979,1767,867,900,40.5,3.9,1345,1400,234,269,577,320,6.77,5.77,6.36,7.17,8.45,8.99,10.11,11.29,0.59,1.4,3.22,1.12,2.3,750.2,2004.2,2831.4,239831,38913,38135,575,525464.9,72.048,101.162,74.71,65.524,115.6,120.4,71.958,105.8,104.1,103.8,94.9,131.882487,255.5759,355.1737124,54.1,75.18274549,80.2,86.42,1.3304,128.24,182.88,1.3075,240.955,277.6777,3.71,15.41,1910.07,76.7,61,61.5,62.7,50.8,111.259,30.761
1\1\1988,66.48,70.2955,70.2823,74.5475,55.2618,83.6109,51.8281,61.7815,42.1883,89.8384,63.8539,75.4688,87.0318,59.3,83.0074,10.54,12.44,9.91,14.56444837,17.1899182,13.69389786,86363,23668,692.4,5094,17790,10867,6923,80060,21601,5058.1,12578.7,6466,17365,102,1.088,114016,110769,5.7,14.2,3086,2151,1714,845,869,40.3,3.9,1244,1271,263,205,437,366,6.83,5.81,6.25,6.99,8.18,8.67,9.88,11.07,0.44,1.18,2.86,1.21,2.4,756.2,2016,2852.4,241825,39464,38383,577.2,527589.1,72.368,100.972,74.981,65.953,116,120.9,72.358,106.4,104.6,104.1,94.2,130.1860195,260.745,360.3540728,50.1,69.23906133,78.7,86.3,1.3466,127.69,180.09,1.2855,250.4765,288.3565,3.66,15.71,1947.35,80.9,57.5,60.3,62,50.7,109.363,32.529
